href,title,price,zalog,predoplata,komissiyaarea,floor,totalArea,kitchenArea,livingArea,roomsCount,hasAirConditioner,hasDishwasher,hasFridge,hasFurniture,hasInternet,hasKitchenFurniture,hasTv,hasWashingMachine,hasBalcony,ceilingHeightM,routesList,windowsDirection,ceilingHeightM,index,komissiya
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-120-m-3-8-etazh-00b0718d-aa3f-4610-88c4-e7f02943b08b/,"Аренда 3-комнатной квартиры 120 м², 3/8 этаж",169400,,,,3,120,13,80 м²,3,null,null,null,true,null,null,null,true,true,3,"{""timeMinutes"":6,""transportType"":""FOOT"",""station"":{""id"":123,""name"":""Киевская"",""allRoutesColorsList"":[""#41BCEF"",""#0572b9"",""#925233""]}},{""timeMinutes"":15,""transportType"":""FOOT"",""station"":{""id"":124,""name"":""Смоленская"",""allRoutesColorsList"":[""#41BCEF""]}},{""timeMinutes"":15,""transportType"":""FOOT"",""station"":{""id"":14568,""name"":""Смоленская"",""allRoutesColorsList"":[""#0572b9""]}",BOTH,3,497.0,
https://m2.ru/moskva/nedvizhimost/arenda-1-komnatnoi-kvartiri-35-m-3-8-etazh-a0f96fb4-e331-48f0-9827-c491e9b9fdfc/,"Аренда 1-комнатной квартиры 35 м², 3/8 этаж",80000,80 000 ₽,80 000 ₽,,3,35,10,15 м²,1,true,true,true,true,true,true,true,true,null,3,"{""timeMinutes"":3,""transportType"":""FOOT"",""station"":{""id"":74,""name"":""Маяковская"",""allRoutesColorsList"":[""#4baf4f""]}},{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":214,""name"":""Пушкинская"",""allRoutesColorsList"":[""#943f90"",""#4baf4f"",""#adacac""]}},{""timeMinutes"":9,""transportType"":""FOOT"",""station"":{""id"":75,""name"":""Тверская"",""allRoutesColorsList"":[""#4baf4f"",""#943f90"",""#adacac""]}",REAR,3,498.0,"50%, владельцу 50%"
https://m2.ru/moskva/nedvizhimost/arenda-4-komnatnoi-kvartiri-215-m-5-5-etazh-4be66531-bb4b-4772-97fe-5b599e240f17/,"Аренда 4-комнатной квартиры 215 м², 5/5 этаж",580000,580 000 ₽,580 000 ₽,,5,215,70,181 м²,4,true,true,true,true,true,true,true,true,null,"3,2","{""timeMinutes"":4,""transportType"":""FOOT"",""station"":{""id"":124,""name"":""Смоленская"",""allRoutesColorsList"":[""#41BCEF""]}},{""timeMinutes"":4,""transportType"":""FOOT"",""station"":{""id"":14568,""name"":""Смоленская"",""allRoutesColorsList"":[""#0572b9""]}},{""timeMinutes"":15,""transportType"":""FOOT"",""station"":{""id"":28,""name"":""Кропоткинская"",""allRoutesColorsList"":[""#DD201C""]}",FRONT,"3,2",499.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-105-m-6-10-etazh-d6e4a96d-a9cc-41b3-b2ce-1e5cd13de696/,"Аренда 3-комнатной квартиры 105 м², 6/10 этаж",230000,,,,6,105,74,65 м²,3,true,false,true,true,false,true,true,true,null,3,"{""timeMinutes"":10,""transportType"":""FOOT"",""station"":{""id"":33,""name"":""Фрунзенская"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":15,""transportType"":""FOOT"",""station"":{""id"":34,""name"":""Спортивная"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":20,""transportType"":""FOOT"",""station"":{""id"":7450,""name"":""Лужники"",""allRoutesColorsList"":[""#d14a43""]}",FRONT,3,500.0,
https://m2.ru/moskva/nedvizhimost/arenda-4-komnatnoi-kvartiri-185-m-5-11-etazh-f37283e4-f26d-4486-b694-345e7507e4c5/,"Аренда 4-комнатной квартиры 185 м², 5/11 этаж",400000,400 000 ₽,400 000 ₽,,5,185,18,107 м²,4,true,true,true,true,true,true,true,true,null,"3,2","{""timeMinutes"":4,""transportType"":""FOOT"",""station"":{""id"":280,""name"":""Чеховская"",""allRoutesColorsList"":[""#adacac"",""#4baf4f"",""#943f90""]}},{""timeMinutes"":6,""transportType"":""FOOT"",""station"":{""id"":75,""name"":""Тверская"",""allRoutesColorsList"":[""#4baf4f"",""#943f90"",""#adacac""]}},{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":214,""name"":""Пушкинская"",""allRoutesColorsList"":[""#943f90"",""#4baf4f"",""#adacac""]}",REAR,"3,2",501.0,
https://m2.ru/moskva/nedvizhimost/arenda-4-komnatnoi-kvartiri-196-m-3-7-etazh-04f3d29e-29a2-4125-9c10-71eb5e3c5c19/,"Аренда 4-комнатной квартиры 196 м², 3/7 этаж",420000,420 000 ₽,420 000 ₽,,3,196,20,108 м²,4,true,true,true,false,true,true,false,true,true,"3,2","{""timeMinutes"":6,""transportType"":""FOOT"",""station"":{""id"":28,""name"":""Кропоткинская"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":281,""name"":""Боровицкая"",""allRoutesColorsList"":[""#adacac"",""#0572b9"",""#DD201C""]}},{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":25,""name"":""Библиотека имени Ленина"",""allRoutesColorsList"":[""#DD201C"",""#0572b9"",""#41BCEF"",""#adacac""]}",REAR,"3,2",502.0,
https://m2.ru/moskva/nedvizhimost/arenda-1-komnatnoi-kvartiri-38-m-5-17-etazh-dace7cb8-6f4b-48cf-8c1b-e7896c6c5295/,"Аренда 1-комнатной квартиры 38 м², 5/17 этаж",38000,,,,5,38,10,23 м²,1,null,null,true,true,null,null,null,true,null,"2,5","{""timeMinutes"":9,""transportType"":""FOOT"",""station"":{""id"":188,""name"":""Новые Черёмушки"",""allRoutesColorsList"":[""#EA7D27""]}},{""timeMinutes"":10,""transportType"":""FOOT"",""station"":{""id"":186,""name"":""Профсоюзная"",""allRoutesColorsList"":[""#EA7D27""]}},{""timeMinutes"":25,""transportType"":""FOOT"",""station"":{""id"":184,""name"":""Академическая"",""allRoutesColorsList"":[""#EA7D27""]}",REAR,"2,5",503.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-100-m-6-7-etazh-8d7880e8-a649-43bd-aef9-7d73ac232d58/,"Аренда 3-комнатной квартиры 100 м², 6/7 этаж",350000,350 000 ₽,350 000 ₽,,6,100,12,70 м²,3,true,true,true,true,true,true,true,true,null,"3,2","{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":124,""name"":""Смоленская"",""allRoutesColorsList"":[""#41BCEF""]}},{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":14568,""name"":""Смоленская"",""allRoutesColorsList"":[""#0572b9""]}},{""timeMinutes"":16,""transportType"":""FOOT"",""station"":{""id"":123,""name"":""Киевская"",""allRoutesColorsList"":[""#41BCEF"",""#0572b9"",""#925233""]}",FRONT,"3,2",504.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-65-m-11-12-etazh-51f5f26e-3845-41cb-ab6f-6c7a13170b0f/,"Аренда 2-комнатной квартиры 65 м², 11/12 этаж",180000,180 000 ₽,180 000 ₽,,11,65,12,,2,null,null,true,null,true,true,true,true,null,3,"{""timeMinutes"":10,""transportType"":""FOOT"",""station"":{""id"":72,""name"":""Динамо"",""allRoutesColorsList"":[""#4baf4f"",""#89cdcf""]}},{""timeMinutes"":13,""transportType"":""FOOT"",""station"":{""id"":337,""name"":""Петровский парк"",""allRoutesColorsList"":[""#89cdcf"",""#4baf4f""]}},{""timeMinutes"":23,""transportType"":""FOOT"",""station"":{""id"":277,""name"":""Савёловская"",""allRoutesColorsList"":[""#89cdcf"",""#adacac""]}",,3,505.0,
,,,,,,,,,,,,,,,,,,,,,,,,506.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-55-m-9-16-etazh-dd998f89-285f-40d1-bc6d-52bb90e1b16d/,"Аренда 2-комнатной квартиры 55 м², 9/16 этаж",85000,,,,9,55,9,29 м²,2,true,false,true,true,true,true,true,true,null,3,"{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":79,""name"":""Павелецкая"",""allRoutesColorsList"":[""#925233"",""#4baf4f""]}},{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":154,""name"":""Добрынинская"",""allRoutesColorsList"":[""#925233"",""#adacac""]}},{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":283,""name"":""Серпуховская"",""allRoutesColorsList"":[""#adacac"",""#925233""]}",FRONT,3,507.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-97-m-6-7-etazh-de565432-2b65-4edf-a09a-69f182d24488/,"Аренда 3-комнатной квартиры 97 м², 6/7 этаж",180000,,,,6,97,10,85 м²,3,true,true,true,true,true,true,true,true,null,"3,6","{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":180,""name"":""Третьяковская"",""allRoutesColorsList"":[""#EA7D27"",""#4baf4f"",""#FBCD24""]}},{""timeMinutes"":9,""transportType"":""FOOT"",""station"":{""id"":282,""name"":""Полянка"",""allRoutesColorsList"":[""#adacac""]}},{""timeMinutes"":11,""transportType"":""FOOT"",""station"":{""id"":77,""name"":""Новокузнецкая"",""allRoutesColorsList"":[""#4baf4f"",""#EA7D27"",""#FBCD24""]}",BOTH,"3,6",508.0,
https://m2.ru/moskva/nedvizhimost/arenda-4-komnatnoi-kvartiri-175-m-14-17-etazh-8fcc8cca-1358-4add-b97a-a5c06d5a5506/,"Аренда 4-комнатной квартиры 175 м², 14/17 этаж",135000,135 000 ₽,135 000 ₽,,14,175,21,94 м²,4,true,true,true,true,true,true,false,true,true,3,"{""timeMinutes"":9,""transportType"":""FOOT"",""station"":{""id"":169285,""name"":""Давыдково"",""allRoutesColorsList"":[""#89cdcf""]}},{""timeMinutes"":19,""transportType"":""FOOT"",""station"":{""id"":169296,""name"":""Кунцевская"",""allRoutesColorsList"":[""#F7A600""]}},{""timeMinutes"":22,""transportType"":""FOOT"",""station"":{""id"":117,""name"":""Кунцевская"",""allRoutesColorsList"":[""#0572b9"",""#41BCEF"",""#89cdcf""]}",FRONT,3,509.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-112-m-5-6-etazh-4156d2f6-1f55-4b50-b308-c66d3b2bdf41/,"Аренда 3-комнатной квартиры 112 м², 5/6 этаж",270000,270 000 ₽,270 000 ₽,,5,112,130,62 м²,3,null,true,true,null,true,null,true,true,null,"3,2","{""timeMinutes"":4,""transportType"":""FOOT"",""station"":{""id"":154,""name"":""Добрынинская"",""allRoutesColorsList"":[""#925233"",""#adacac""]}},{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":283,""name"":""Серпуховская"",""allRoutesColorsList"":[""#adacac"",""#925233""]}},{""timeMinutes"":10,""transportType"":""FOOT"",""station"":{""id"":282,""name"":""Полянка"",""allRoutesColorsList"":[""#adacac""]}",REAR,"3,2",510.0,
https://m2.ru/moskva/nedvizhimost/arenda-1-komnatnoi-kvartiri-35-m-3-8-etazh-76347e8d-f4d9-4e40-8fc4-6fd7202143c3/,"Аренда 1-комнатной квартиры 35 м², 3/8 этаж",80000,,80 000 ₽,,3,35,10,15 м²,1,true,true,true,true,true,true,null,true,null,3,"{""timeMinutes"":3,""transportType"":""FOOT"",""station"":{""id"":74,""name"":""Маяковская"",""allRoutesColorsList"":[""#4baf4f""]}},{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":214,""name"":""Пушкинская"",""allRoutesColorsList"":[""#943f90"",""#4baf4f"",""#adacac""]}},{""timeMinutes"":9,""transportType"":""FOOT"",""station"":{""id"":75,""name"":""Тверская"",""allRoutesColorsList"":[""#4baf4f"",""#943f90"",""#adacac""]}",REAR,3,511.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-51-m-4-8-etazh-67aeeb8c-8c8b-4baf-aea3-92d2ce710a3b/,"Аренда 2-комнатной квартиры 51 м², 4/8 этаж",60000,,,,4,51,6,30 м²,2,null,null,false,false,null,false,null,false,true,5,"{""timeMinutes"":5,""transportType"":""FOOT"",""station"":{""id"":71,""name"":""Аэропорт"",""allRoutesColorsList"":[""#4baf4f""]}},{""timeMinutes"":17,""transportType"":""FOOT"",""station"":{""id"":69,""name"":""Сокол"",""allRoutesColorsList"":[""#4baf4f""]}},{""timeMinutes"":21,""transportType"":""FOOT"",""station"":{""id"":169325,""name"":""Гражданская"",""allRoutesColorsList"":[""#E94282""]}",REAR,5,512.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-135-m-4-8-etazh-f513db64-ea31-42a7-9214-95dde42cca3c/,"Аренда 3-комнатной квартиры 135 м², 4/8 этаж",500000,500 000 ₽,500 000 ₽,,4,135,127,82 м²,3,null,true,true,true,true,true,true,true,null,"3,6","{""timeMinutes"":10,""transportType"":""FOOT"",""station"":{""id"":28,""name"":""Кропоткинская"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":12,""transportType"":""FOOT"",""station"":{""id"":31,""name"":""Парк культуры"",""allRoutesColorsList"":[""#925233"",""#DD201C""]}},{""timeMinutes"":19,""transportType"":""FOOT"",""station"":{""id"":281,""name"":""Боровицкая"",""allRoutesColorsList"":[""#adacac"",""#0572b9"",""#DD201C""]}",BOTH,"3,6",513.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-43-m-3-5-etazh-e607434a-f273-428d-be5e-e6cf421c3944/,"Аренда 2-комнатной квартиры 43 м², 3/5 этаж",40000,40 000 ₽,,,3,43,6,28 м²,2,false,false,true,true,false,true,true,true,null,"2,4","{""timeMinutes"":10,""transportType"":""FOOT"",""station"":{""id"":169285,""name"":""Давыдково"",""allRoutesColorsList"":[""#89cdcf""]}},{""timeMinutes"":15,""transportType"":""FOOT"",""station"":{""id"":169296,""name"":""Кунцевская"",""allRoutesColorsList"":[""#F7A600""]}},{""timeMinutes"":20,""transportType"":""FOOT"",""station"":{""id"":117,""name"":""Кунцевская"",""allRoutesColorsList"":[""#0572b9"",""#41BCEF"",""#89cdcf""]}",BOTH,"2,4",514.0,владельцу 50%
https://m2.ru/moskva/nedvizhimost/arenda-4-komnatnoi-kvartiri-140-m-8-19-etazh-bb782261-b21d-4445-9da7-70a250829643/,"Аренда 4-комнатной квартиры 140 м², 8/19 этаж",349000,349 000 ₽,349 000 ₽,,8,140,168,211 м²,4,null,true,true,true,true,true,true,true,null,"3,2","{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":36,""name"":""Университет"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":22,""transportType"":""FOOT"",""station"":{""id"":250,""name"":""Ломоносовский проспект"",""allRoutesColorsList"":[""#FBCD24""]}},{""timeMinutes"":16,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":39,""name"":""Проспект Вернадского"",""allRoutesColorsList"":[""#DD201C"",""#89cdcf""]}",FRONT,"3,2",515.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-55-m-7-8-etazh-7e6ff7d8-99d6-4cff-96d4-2762457ca275/,"Аренда 2-комнатной квартиры 55 м², 7/8 этаж",120000,,120 000 ₽,,7,55,85,38 м²,2,null,true,true,true,true,true,null,true,null,3,"{""timeMinutes"":6,""transportType"":""FOOT"",""station"":{""id"":75,""name"":""Тверская"",""allRoutesColorsList"":[""#4baf4f"",""#943f90"",""#adacac""]}},{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":280,""name"":""Чеховская"",""allRoutesColorsList"":[""#adacac"",""#4baf4f"",""#943f90""]}},{""timeMinutes"":9,""transportType"":""FOOT"",""station"":{""id"":76,""name"":""Театральная"",""allRoutesColorsList"":[""#4baf4f"",""#0572b9"",""#DD201C""]}",BOTH,3,516.0,
https://m2.ru/moskva/nedvizhimost/arenda-4-komnatnoi-kvartiri-220-m-5-5-etazh-4a5bd27d-5d74-4345-913e-3125b1efdc55/,"Аренда 4-комнатной квартиры 220 м², 5/5 этаж",500000,500 000 ₽,500 000 ₽,,5,220,225,154 м²,4,null,true,true,true,true,true,true,true,true,"3,2","{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":126,""name"":""Арбатская"",""allRoutesColorsList"":[""#41BCEF""]}},{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":151,""name"":""Александровский сад"",""allRoutesColorsList"":[""#41BCEF"",""#0572b9"",""#DD201C""]}},{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":14567,""name"":""Арбатская"",""allRoutesColorsList"":[""#0572b9"",""#41BCEF"",""#DD201C"",""#adacac""]}",BOTH,"3,2",517.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-120-m-2-5-etazh-05bf2c8f-6906-46ee-a117-3fa11b36266c/,"Аренда 3-комнатной квартиры 120 м², 2/5 этаж",300000,300 000 ₽,300 000 ₽,,2,120,170,85 м²,3,null,true,true,true,true,true,true,true,null,3,"{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":76,""name"":""Театральная"",""allRoutesColorsList"":[""#4baf4f"",""#0572b9"",""#DD201C""]}},{""timeMinutes"":9,""transportType"":""FOOT"",""station"":{""id"":280,""name"":""Чеховская"",""allRoutesColorsList"":[""#adacac"",""#4baf4f"",""#943f90""]}},{""timeMinutes"":10,""transportType"":""FOOT"",""station"":{""id"":75,""name"":""Тверская"",""allRoutesColorsList"":[""#4baf4f"",""#943f90"",""#adacac""]}",BOTH,3,518.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-190-m-6-8-etazh-af73e2da-9f22-4c03-9dc9-c2a585ba8300/,"Аренда 3-комнатной квартиры 190 м², 6/8 этаж",370000,,370 000 ₽,,6,190,190,121 м²,3,null,true,true,true,true,true,null,true,true,"3,2","{""timeMinutes"":6,""transportType"":""FOOT"",""station"":{""id"":282,""name"":""Полянка"",""allRoutesColorsList"":[""#adacac""]}},{""timeMinutes"":10,""transportType"":""FOOT"",""station"":{""id"":154,""name"":""Добрынинская"",""allRoutesColorsList"":[""#925233"",""#adacac""]}},{""timeMinutes"":13,""transportType"":""FOOT"",""station"":{""id"":152,""name"":""Октябрьская"",""allRoutesColorsList"":[""#925233"",""#EA7D27""]}",BOTH,"3,2",519.0,
https://m2.ru/moskva/nedvizhimost/arenda-4-komnatnoi-kvartiri-180-m-8-8-etazh-3ed9e691-0602-4e56-b05f-2c8fb433768c/,"Аренда 4-комнатной квартиры 180 м², 8/8 этаж",270000,,270 000 ₽,,8,180,12,76 м²,4,null,true,true,null,true,true,null,true,true,3,"{""timeMinutes"":6,""transportType"":""FOOT"",""station"":{""id"":22,""name"":""Лубянка"",""allRoutesColorsList"":[""#DD201C"",""#943f90""]}},{""timeMinutes"":9,""transportType"":""FOOT"",""station"":{""id"":21,""name"":""Чистые пруды"",""allRoutesColorsList"":[""#DD201C"",""#BED12E"",""#EA7D27""]}},{""timeMinutes"":9,""transportType"":""FOOT"",""station"":{""id"":178,""name"":""Тургеневская"",""allRoutesColorsList"":[""#EA7D27"",""#BED12E"",""#DD201C""]}",REAR,3,520.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-50-4-m-34-65-etazh-67408f96-7d68-430d-aeef-9d0dce0e1697/,"Аренда 2-комнатной квартиры 50,4 м², 34/65 этаж",210000,210 000 ₽,210 000 ₽,,34,50.400001525878906,15,53 м²,2,true,true,true,null,true,true,true,true,null,"3,2","{""timeMinutes"":4,""transportType"":""FOOT"",""station"":{""id"":147,""name"":""Международная"",""allRoutesColorsList"":[""#41BCEF"",""#d14a43""]}},{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":14593,""name"":""Деловой центр"",""allRoutesColorsList"":[""#d14a43"",""#41BCEF""]}},{""timeMinutes"":12,""transportType"":""FOOT"",""station"":{""id"":150,""name"":""Выставочная"",""allRoutesColorsList"":[""#41BCEF"",""#89cdcf"",""#FBCD24""]}",BOTH,"3,2",521.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-100-m-53-70-etazh-70959164-de45-40e7-9121-73f5f67373b6/,"Аренда 2-комнатной квартиры 100 м², 53/70 этаж",370000,,,,53,100,125,35 м²,2,true,true,true,true,false,true,true,true,null,"3,6","{""timeMinutes"":7,""transportType"":""FOOT"",""station"":{""id"":147,""name"":""Международная"",""allRoutesColorsList"":[""#41BCEF"",""#d14a43""]}},{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":150,""name"":""Выставочная"",""allRoutesColorsList"":[""#41BCEF"",""#89cdcf"",""#FBCD24""]}},{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":253,""name"":""Деловой центр"",""allRoutesColorsList"":[""#89cdcf"",""#41BCEF"",""#FBCD24""]}",FRONT,"3,6",522.0,
https://m2.ru/moskva/nedvizhimost/arenda-4-komnatnoi-kvartiri-173-m-11-13-etazh-01a12cb2-8df3-4e7c-86a7-1079b9e3d425/,"Аренда 4-комнатной квартиры 173 м², 11/13 этаж",450000,,,,11,173,277,200 м²,4,true,true,true,true,true,true,true,true,null,3,"{""timeMinutes"":6,""transportType"":""FOOT"",""station"":{""id"":123,""name"":""Киевская"",""allRoutesColorsList"":[""#41BCEF"",""#0572b9"",""#925233""]}},{""timeMinutes"":15,""transportType"":""FOOT"",""station"":{""id"":124,""name"":""Смоленская"",""allRoutesColorsList"":[""#41BCEF""]}},{""timeMinutes"":15,""transportType"":""FOOT"",""station"":{""id"":14568,""name"":""Смоленская"",""allRoutesColorsList"":[""#0572b9""]}",BOTH,3,523.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-200-m-2-6-etazh-92aaa004-3f92-44eb-b99c-b9968cf369ef/,"Аренда 3-комнатной квартиры 200 м², 2/6 этаж",500000,,,,2,200,127,82 м²,3,null,null,true,true,null,true,true,true,null,"3,6","{""timeMinutes"":5,""transportType"":""FOOT"",""station"":{""id"":31,""name"":""Парк культуры"",""allRoutesColorsList"":[""#925233"",""#DD201C""]}},{""timeMinutes"":11,""transportType"":""FOOT"",""station"":{""id"":28,""name"":""Кропоткинская"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":17,""transportType"":""FOOT"",""station"":{""id"":124,""name"":""Смоленская"",""allRoutesColorsList"":[""#41BCEF""]}",REAR,"3,6",524.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-50-m-5-14-etazh-e192a8c6-7b0d-4eed-b2a8-e80e3d5cb682/,"Аренда 2-комнатной квартиры 50 м², 5/14 этаж",45000,,45 000 ₽,,5,50,9,32 м²,2,false,false,true,true,true,true,true,true,null,"2,7","{""timeMinutes"":26,""transportType"":""FOOT"",""station"":{""id"":169383,""name"":""Народное Ополчение"",""allRoutesColorsList"":[""#89cdcf""]}},{""timeMinutes"":25,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":210,""name"":""Октябрьское Поле"",""allRoutesColorsList"":[""#943f90"",""#d14a43""]}},{""timeMinutes"":30,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":208,""name"":""Щукинская"",""allRoutesColorsList"":[""#943f90""]}",FRONT,"2,7",525.0,
https://m2.ru/moskva/nedvizhimost/arenda-4-komnatnoi-kvartiri-85-m-9-10-etazh-6a18fa7b-ed4a-487d-acd0-d32cfadf8caa/,"Аренда 4-комнатной квартиры 85 м², 9/10 этаж",140000,140 000 ₽,140 000 ₽,,9,85,172,68 м²,4,true,true,true,true,true,true,true,true,true,3,"{""timeMinutes"":20,""transportType"":""FOOT"",""station"":{""id"":36,""name"":""Университет"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":20,""transportType"":""FOOT"",""station"":{""id"":184,""name"":""Академическая"",""allRoutesColorsList"":[""#EA7D27""]}},{""timeMinutes"":26,""transportType"":""FOOT"",""station"":{""id"":35,""name"":""Воробьёвы горы"",""allRoutesColorsList"":[""#DD201C""]}",BOTH,3,526.0,
,,,,,,,,,,,,,,,,,,,,,,,,527.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-76-m-4-14-etazh-1e504bb8-a108-40be-8ae3-c0dcd0edd6f0/,"Аренда 3-комнатной квартиры 76 м², 4/14 этаж",90000,,90 000 ₽,,4,76,30,30 м²,3,true,true,true,true,true,true,null,true,true,3,"{""timeMinutes"":25,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":144,""name"":""Фили"",""allRoutesColorsList"":[""#41BCEF""]}},{""timeMinutes"":29,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169366,""name"":""Фили"",""allRoutesColorsList"":[""#F7A600""]}},{""timeMinutes"":32,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":143,""name"":""Багратионовская"",""allRoutesColorsList"":[""#41BCEF""]}",REAR,3,528.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-45-m-8-19-etazh-2260c6fd-ebf3-4a82-9d0d-b825860483e5/,"Аренда 2-комнатной квартиры 45 м², 8/19 этаж",80000,80 000 ₽,80 000 ₽,,8,45,6,36 м²,2,false,true,true,true,true,true,false,true,null,3,"{""timeMinutes"":15,""transportType"":""FOOT"",""station"":{""id"":212,""name"":""Улица 1905 года"",""allRoutesColorsList"":[""#943f90""]}},{""timeMinutes"":17,""transportType"":""FOOT"",""station"":{""id"":73,""name"":""Белорусская"",""allRoutesColorsList"":[""#4baf4f"",""#925233""]}},{""timeMinutes"":17,""transportType"":""FOOT"",""station"":{""id"":169379,""name"":""Белорусская"",""allRoutesColorsList"":[""#F7A600""]}",FRONT,3,529.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-115-m-9-25-etazh-658cfbd5-8922-4edc-be77-e2da60301e37/,"Аренда 3-комнатной квартиры 115 м², 9/25 этаж",85000,,,,9,115,30,62 м²,3,true,true,true,true,true,true,null,true,true,3,"{""timeMinutes"":19,""transportType"":""FOOT"",""station"":{""id"":64,""name"":""Речной вокзал"",""allRoutesColorsList"":[""#4baf4f""]}},{""timeMinutes"":22,""transportType"":""FOOT"",""station"":{""id"":62,""name"":""Беломорская"",""allRoutesColorsList"":[""#4baf4f""]}},{""timeMinutes"":28,""transportType"":""FOOT"",""station"":{""id"":65,""name"":""Водный стадион"",""allRoutesColorsList"":[""#4baf4f""]}",REAR,3,530.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-60-m-17-25-etazh-86c1d731-dc93-4893-9b36-7453422a755d/,"Аренда 2-комнатной квартиры 60 м², 17/25 этаж",110000,,,,17,60,10,45 м²,2,true,true,true,true,true,null,null,true,null,"3,1","{""timeMinutes"":19,""transportType"":""FOOT"",""station"":{""id"":144,""name"":""Фили"",""allRoutesColorsList"":[""#41BCEF""]}},{""timeMinutes"":21,""transportType"":""FOOT"",""station"":{""id"":332,""name"":""Шелепиха"",""allRoutesColorsList"":[""#d14a43"",""#89cdcf""]}},{""timeMinutes"":22,""transportType"":""FOOT"",""station"":{""id"":169366,""name"":""Фили"",""allRoutesColorsList"":[""#F7A600""]}",FRONT,"3,1",531.0,
